CodigoParlamentar;CodigoPublicoNaLegAtual;NomeParlamentar;NomeCompletoParlamentar;SexoParlamentar;FormaTratamento;UrlFotoParlamentar;UrlPaginaParlamentar;EmailParlamentar;SiglaPartidoParlamentar;UfParlamentar;MembroMesa;MembroLideranca;NumeroTelefone;OrdemPublicacao;IndicadorFax;CodigoBloco;NomeBloco;NomeApelido;DataCriacao;CodigoMandato;UfParlamentar;DescricaoParticipacao;NumeroLegislatura;DataInicio;DataFim;NumeroLegislatura;DataInicio;DataFim;DescricaoParticipacao;CodigoParlamentar;NomeParlamentar;CodigoExercicio;DataInicio;DescricaoParticipacao;CodigoParlamentar;NomeParlamentar;DataFim;SiglaCausaAfastamento;DescricaoCausaAfastamento;UrlPaginaParticular;DataLeitura
"739";"811";"Ciro Nogueira";"Ciro Nogueira Lima Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador739.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/739";"sen.cironogueira@senado.leg.br";"PP";"PI";"Não";"Sim";;;;"346";"Bloco Parlamentar Aliança";"BLALIANÇA";"2023-03-20";"524";"PI";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"5900";"Gil Paraibano";;;;;;;;;"http://cironogueira.com.br";
"739";"811";"Ciro Nogueira";"Ciro Nogueira Lima Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador739.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/739";"sen.cironogueira@senado.leg.br";"PP";"PI";"Não";"Sim";;;;"346";"Bloco Parlamentar Aliança";"BLALIANÇA";"2023-03-20";"524";"PI";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"3004";"2022-12-30";;;;;;;"http://cironogueira.com.br";
"739";"811";"Ciro Nogueira";"Ciro Nogueira Lima Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador739.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/739";"sen.cironogueira@senado.leg.br";"PP";"PI";"Não";"Sim";;;;"346";"Bloco Parlamentar Aliança";"BLALIANÇA";"2023-03-20";"524";"PI";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2896";"2019-02-01";;;;"2021-07-27";"AFO";"Afastamento do exercício";"http://cironogueira.com.br";
"739";"811";"Ciro Nogueira";"Ciro Nogueira Lima Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador739.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/739";"sen.cironogueira@senado.leg.br";"PP";"PI";"Não";"Sim";;;;"346";"Bloco Parlamentar Aliança";"BLALIANÇA";"2023-03-20";"524";"PI";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;;;;;;;;;"http://cironogueira.com.br";
"6337";"873";"Cleitinho";"Cleiton Gontijo de Azevedo";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6337.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6337";"sen.cleitinho@senado.leg.br";"REPUBLICANOS";"MG";"Não";"Não";"33033811";"1";"Não";"346";"Bloco Parlamentar Aliança";"BLALIANÇA";"2023-03-20";"603";"MG";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"1º Suplente";"6360";"Alex Diniz";;;;;;;;;;
"6337";"873";"Cleitinho";"Cleiton Gontijo de Azevedo";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6337.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6337";"sen.cleitinho@senado.leg.br";"REPUBLICANOS";"MG";"Não";"Não";"33033811";"1";"Não";"346";"Bloco Parlamentar Aliança";"BLALIANÇA";"2023-03-20";"603";"MG";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"2º Suplente";"6361";"Wander de Souza";;;;;;;;;;
"6337";"873";"Cleitinho";"Cleiton Gontijo de Azevedo";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6337.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6337";"sen.cleitinho@senado.leg.br";"REPUBLICANOS";"MG";"Não";"Não";"33033811";"1";"Não";"346";"Bloco Parlamentar Aliança";"BLALIANÇA";"2023-03-20";"603";"MG";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";;;;"3034";"2023-02-01";;;;;;;;
"475";"867";"Confúcio Moura";"Confúcio Aires Moura";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador475.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/475";"sen.confuciomoura@senado.leg.br";;;;;"33032470";"1";"Não";;;;;;;;;;;;;;;;;;;;;;;;;"https://senadorconfucio.com.br/";
"475";"867";"Confúcio Moura";"Confúcio Aires Moura";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador475.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/475";"sen.confuciomoura@senado.leg.br";;;;;"33032163";"2";"Não";;;;;;;;;;;;;;;;;;;;;;;;;"https://senadorconfucio.com.br/";
"475";"867";"Confúcio Moura";"Confúcio Aires Moura";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador475.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/475";"sen.confuciomoura@senado.leg.br";"MDB";"RO";"Não";"Sim";;;;"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"575";"RO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"6019";"Maria Eliza";;;;;;;;;"https://senadorconfucio.com.br/";
"475";"867";"Confúcio Moura";"Confúcio Aires Moura";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador475.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/475";"sen.confuciomoura@senado.leg.br";"MDB";"RO";"Não";"Sim";;;;"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"575";"RO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"6020";"Carlos Milton Morais";;;;;;;;;"https://senadorconfucio.com.br/";
"475";"867";"Confúcio Moura";"Confúcio Aires Moura";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador475.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/475";"sen.confuciomoura@senado.leg.br";"MDB";"RO";"Não";"Sim";;;;"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"575";"RO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2974";"2022-01-25";;;;;;;"https://senadorconfucio.com.br/";
"475";"867";"Confúcio Moura";"Confúcio Aires Moura";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador475.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/475";"sen.confuciomoura@senado.leg.br";"MDB";"RO";"Não";"Sim";;;;"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"575";"RO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2897";"2019-02-01";;;;"2021-09-24";"LCS";"Licença com convocação de suplente (sup 120 dias)";"https://senadorconfucio.com.br/";
"475";"867";"Confúcio Moura";"Confúcio Aires Moura";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador475.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/475";"sen.confuciomoura@senado.leg.br";"MDB";"RO";"Não";"Sim";;;;"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"575";"RO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;;;;;;;;;"https://senadorconfucio.com.br/";
"6335";"866";"Damares Alves";"Damares Regina Alves";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6335.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6335";"sen.damaresalves@senado.leg.br";"REPUBLICANOS";"DF";"Não";"Sim";"33033265";"1";"Não";"346";"Bloco Parlamentar Aliança";"BLALIANÇA";"2023-03-20";"599";"DF";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"1º Suplente";"6352";"Manoel Arruda";;;;;;;;;;
"6335";"866";"Damares Alves";"Damares Regina Alves";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6335.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6335";"sen.damaresalves@senado.leg.br";"REPUBLICANOS";"DF";"Não";"Sim";"33033265";"1";"Não";"346";"Bloco Parlamentar Aliança";"BLALIANÇA";"2023-03-20";"599";"DF";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"2º Suplente";"6353";"Pastor Egmar";;;;;;;;;;
"6335";"866";"Damares Alves";"Damares Regina Alves";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6335.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6335";"sen.damaresalves@senado.leg.br";"REPUBLICANOS";"DF";"Não";"Sim";"33033265";"1";"Não";"346";"Bloco Parlamentar Aliança";"BLALIANÇA";"2023-03-20";"599";"DF";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";;;;"3018";"2023-02-01";;;;;;;;
"5998";"820";"Daniella Ribeiro";"Daniella Velloso Borges Ribeiro";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5998.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5998";"sen.daniellaribeiro@senado.leg.br";;;;;"33036788";"1";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"5998";"820";"Daniella Ribeiro";"Daniella Velloso Borges Ribeiro";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5998.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5998";"sen.daniellaribeiro@senado.leg.br";;;;;"33036790";"2";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"5998";"820";"Daniella Ribeiro";"Daniella Velloso Borges Ribeiro";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5998.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5998";"sen.daniellaribeiro@senado.leg.br";"PSD";"PB";"Não";"Sim";;;;"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"565";"PB";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"5996";"Diego Tavares";;;;;;;;;;
"5998";"820";"Daniella Ribeiro";"Daniella Velloso Borges Ribeiro";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5998.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5998";"sen.daniellaribeiro@senado.leg.br";"PSD";"PB";"Não";"Sim";;;;"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"565";"PB";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"5997";"Nailde Panta";;;;;;;;;;
"5998";"820";"Daniella Ribeiro";"Daniella Velloso Borges Ribeiro";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5998.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5998";"sen.daniellaribeiro@senado.leg.br";"PSD";"PB";"Não";"Sim";;;;"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"565";"PB";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2964";"2021-01-22";;;;;;;;
"5998";"820";"Daniella Ribeiro";"Daniella Velloso Borges Ribeiro";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5998.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5998";"sen.daniellaribeiro@senado.leg.br";"PSD";"PB";"Não";"Sim";;;;"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"565";"PB";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2898";"2019-02-01";;;;"2020-09-23";"LP ";"Licença Particular";;
"5998";"820";"Daniella Ribeiro";"Daniella Velloso Borges Ribeiro";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5998.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5998";"sen.daniellaribeiro@senado.leg.br";"PSD";"PB";"Não";"Sim";;;;"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"565";"PB";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;;;;;;;;;;
"3830";"834";"Davi Alcolumbre";"David Samuel Alcolumbre Tobelem";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3830.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3830";"sen.davialcolumbre@senado.leg.br";;;;;"33036717";"1";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"3830";"834";"Davi Alcolumbre";"David Samuel Alcolumbre Tobelem";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3830.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3830";"sen.davialcolumbre@senado.leg.br";;;;;"33036720";"2";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"3830";"834";"Davi Alcolumbre";"David Samuel Alcolumbre Tobelem";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3830.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3830";"sen.davialcolumbre@senado.leg.br";"UNIÃO";"AP";"Não";"Sim";;;;"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"618";"AP";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"1º Suplente";"5569";"Josiel";;;;;;;;;;
"3830";"834";"Davi Alcolumbre";"David Samuel Alcolumbre Tobelem";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3830.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3830";"sen.davialcolumbre@senado.leg.br";"UNIÃO";"AP";"Não";"Sim";;;;"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"618";"AP";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"2º Suplente";"6347";"Breno";;;;;;;;;;
"3830";"834";"Davi Alcolumbre";"David Samuel Alcolumbre Tobelem";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3830.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3830";"sen.davialcolumbre@senado.leg.br";"UNIÃO";"AP";"Não";"Sim";;;;"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"618";"AP";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";;;;"3021";"2023-02-01";;;;;;;;
"5793";"893";"Dr. Hiran";"Hiran Manuel Gonçalves da Silva";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5793.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5793";"sen.drhiran@senado.leg.br";"PP";"RR";"Sim";"Não";"33036251";"1";"Não";"346";"Bloco Parlamentar Aliança";"BLALIANÇA";"2023-03-20";"611";"RR";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"1º Suplente";"6378";"Jr Rodrigues";;;;;;;;;;
"5793";"893";"Dr. Hiran";"Hiran Manuel Gonçalves da Silva";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5793.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5793";"sen.drhiran@senado.leg.br";"PP";"RR";"Sim";"Não";"33036251";"1";"Não";"346";"Bloco Parlamentar Aliança";"BLALIANÇA";"2023-03-20";"611";"RR";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"2º Suplente";"6379";"Aline Rezende";;;;;;;;;;
"5793";"893";"Dr. Hiran";"Hiran Manuel Gonçalves da Silva";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5793.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5793";"sen.drhiran@senado.leg.br";"PP";"RR";"Sim";"Não";"33036251";"1";"Não";"346";"Bloco Parlamentar Aliança";"BLALIANÇA";"2023-03-20";"611";"RR";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";;;;"3027";"2023-02-01";;;;;;;;
"4994";"802";"Eduardo Braga";"Carlos Eduardo de Souza Braga";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4994.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4994";"sen.eduardobraga@senado.leg.br";"MDB";"AM";"Não";"Sim";"33036230";"1";"Não";"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"521";"AM";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"5038";"Sandra Braga";;;;;;;;;;
"4994";"802";"Eduardo Braga";"Carlos Eduardo de Souza Braga";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4994.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4994";"sen.eduardobraga@senado.leg.br";"MDB";"AM";"Não";"Sim";"33036230";"1";"Não";"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"521";"AM";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"5935";"Miguel Biango";;;;;;;;;;
"4994";"802";"Eduardo Braga";"Carlos Eduardo de Souza Braga";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4994.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4994";"sen.eduardobraga@senado.leg.br";"MDB";"AM";"Não";"Sim";"33036230";"1";"Não";"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"521";"AM";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2893";"2019-02-01";;;;;;;;
"5976";"826";"Eduardo Girão";"Luis Eduardo Grangeiro Girão";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5976.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5976";"sen.eduardogirao@senado.leg.br";;;;;"33036677";"1";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"5976";"826";"Eduardo Girão";"Luis Eduardo Grangeiro Girão";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5976.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5976";"sen.eduardogirao@senado.leg.br";;;;;"33036678";"2";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"5976";"826";"Eduardo Girão";"Luis Eduardo Grangeiro Girão";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5976.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5976";"sen.eduardogirao@senado.leg.br";;;;;"33036679";"3";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"5976";"826";"Eduardo Girão";"Luis Eduardo Grangeiro Girão";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5976.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5976";"sen.eduardogirao@senado.leg.br";"NOVO";"CE";"Não";"Sim";;;;"338";"Bloco Parlamentar Vanguarda";"BLVANG";"2023-02-01";"557";"CE";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"5974";"Sargento Reginaldo";;;;;;;;;;
"5976";"826";"Eduardo Girão";"Luis Eduardo Grangeiro Girão";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5976.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5976";"sen.eduardogirao@senado.leg.br";"NOVO";"CE";"Não";"Sim";;;;"338";"Bloco Parlamentar Vanguarda";"BLVANG";"2023-02-01";"557";"CE";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"5975";"Dr. Guimarães";;;;;;;;;;
"5976";"826";"Eduardo Girão";"Luis Eduardo Grangeiro Girão";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5976.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5976";"sen.eduardogirao@senado.leg.br";"NOVO";"CE";"Não";"Sim";;;;"338";"Bloco Parlamentar Vanguarda";"BLVANG";"2023-02-01";"557";"CE";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2920";"2019-02-01";;;;;;;;
"3777";"872";"Eduardo Gomes";"Carlos Eduardo Torres Gomes";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3777.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3777";"sen.eduardogomes@senado.leg.br";;;;;"33036349";"1";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"3777";"872";"Eduardo Gomes";"Carlos Eduardo Torres Gomes";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3777.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3777";"sen.eduardogomes@senado.leg.br";;;;;"33036352";"2";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"3777";"872";"Eduardo Gomes";"Carlos Eduardo Torres Gomes";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3777.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3777";"sen.eduardogomes@senado.leg.br";;;;;"33036354";"3";"Sim";;;;;;;;;;;;;;;;;;;;;;;;;;
"3777";"872";"Eduardo Gomes";"Carlos Eduardo Torres Gomes";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3777.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3777";"sen.eduardogomes@senado.leg.br";"PL";"TO";"Não";"Sim";;;;"338";"Bloco Parlamentar Vanguarda";"BLVANG";"2023-02-01";"568";"TO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"6005";"Siqueira Campos";;;;;;;;;;
"3777";"872";"Eduardo Gomes";"Carlos Eduardo Torres Gomes";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3777.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3777";"sen.eduardogomes@senado.leg.br";"PL";"TO";"Não";"Sim";;;;"338";"Bloco Parlamentar Vanguarda";"BLVANG";"2023-02-01";"568";"TO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"6006";"Ogari Pacheco";;;;;;;;;;
"3777";"872";"Eduardo Gomes";"Carlos Eduardo Torres Gomes";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3777.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3777";"sen.eduardogomes@senado.leg.br";"PL";"TO";"Não";"Sim";;;;"338";"Bloco Parlamentar Vanguarda";"BLVANG";"2023-02-01";"568";"TO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2998";"2022-11-11";;;;;;;;
"3777";"872";"Eduardo Gomes";"Carlos Eduardo Torres Gomes";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3777.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3777";"sen.eduardogomes@senado.leg.br";"PL";"TO";"Não";"Sim";;;;"338";"Bloco Parlamentar Vanguarda";"BLVANG";"2023-02-01";"568";"TO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2947";"2019-08-15";;;;"2022-07-18";"LCS";"Licença com convocação de suplente (sup 120 dias)";;"2019-08-15"
"3777";"872";"Eduardo Gomes";"Carlos Eduardo Torres Gomes";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3777.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3777";"sen.eduardogomes@senado.leg.br";"PL";"TO";"Não";"Sim";;;;"338";"Bloco Parlamentar Vanguarda";"BLVANG";"2023-02-01";"568";"TO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2894";"2019-02-01";;;;"2019-07-12";"AFO";"Afastamento do exercício";;"2019-07-12"
"3777";"872";"Eduardo Gomes";"Carlos Eduardo Torres Gomes";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3777.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3777";"sen.eduardogomes@senado.leg.br";"PL";"TO";"Não";"Sim";;;;"338";"Bloco Parlamentar Vanguarda";"BLVANG";"2023-02-01";"568";"TO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;;;;;;;;;;
"5718";"806";"Eliziane Gama";"Eliziane Pereira Gama Melo";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5718.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5718";"sen.elizianegama@senado.leg.br";"PSD";"MA";"Não";"Sim";"33036741";"1";"Não";"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"542";"MA";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"674";"Pedro Fernandes";;;;;;;;;;
"5718";"806";"Eliziane Gama";"Eliziane Pereira Gama Melo";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5718.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5718";"sen.elizianegama@senado.leg.br";"PSD";"MA";"Não";"Sim";"33036741";"1";"Não";"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"542";"MA";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"4979";"Bene Camacho";;;;;;;;;;
"5718";"806";"Eliziane Gama";"Eliziane Pereira Gama Melo";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5718.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5718";"sen.elizianegama@senado.leg.br";"PSD";"MA";"Não";"Sim";"33036741";"1";"Não";"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"542";"MA";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2900";"2019-02-01";;;;;;;;
